# SPDX-FileCopyrightText: 2026 Tom Haynes <loghyr@gmail.com>
# SPDX-License-Identifier: AGPL-3.0-or-later
codec,geom,file_size,run,write_ms,read_ms,verify,mode,layout,cpu,shard_size,simd_mode
codec,geometry,size_bytes,run,write_ms,read_ms,verify,mode,layout,arch,cpu,kernel,simd,simd
rs,4+2,16777216,5,45259,42508,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-sys,4+2,16777216,5,60585,42610,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-nonsys,4+2,16777216,5,59933,63747,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
rs,8+2,16777216,5,37926,35400,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-sys,8+2,16777216,5,51918,36381,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-nonsys,8+2,16777216,5,50862,53122,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
codec,geometry,size_bytes,run,write_ms,read_ms,verify,mode,layout,arch,cpu,kernel,simd,simd
plain,1+0,65536,1,150,219,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
stripe,10+0,65536,1,306,325,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,simd
rs,4+2,65536,1,226,229,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,4+2,65536,1,193,164,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,4+2,65536,1,169,287,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
rs,8+2,65536,1,147,250,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,8+2,65536,1,241,223,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,8+2,65536,1,230,559,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
plain,1+0,65536,2,169,237,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
stripe,10+0,65536,2,283,347,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,simd
rs,4+2,65536,2,212,206,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,4+2,65536,2,240,206,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,4+2,65536,2,199,309,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
rs,8+2,65536,2,148,214,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,8+2,65536,2,161,244,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,8+2,65536,2,197,520,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
plain,1+0,65536,3,175,237,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
stripe,10+0,65536,3,305,349,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,simd
rs,4+2,65536,3,204,188,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,4+2,65536,3,94,222,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,4+2,65536,3,199,305,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
rs,8+2,65536,3,133,239,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,8+2,65536,3,234,237,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,8+2,65536,3,264,537,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
plain,1+0,65536,4,159,213,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
stripe,10+0,65536,4,207,330,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,simd
rs,4+2,65536,4,230,229,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,4+2,65536,4,223,194,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,4+2,65536,4,228,317,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
rs,8+2,65536,4,231,224,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,8+2,65536,4,242,244,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,8+2,65536,4,264,527,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
plain,1+0,65536,5,168,231,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
stripe,10+0,65536,5,323,215,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,simd
rs,4+2,65536,5,206,151,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,4+2,65536,5,205,213,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,4+2,65536,5,208,281,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
rs,8+2,65536,5,122,228,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,8+2,65536,5,231,229,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,8+2,65536,5,228,577,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
plain,1+0,262144,1,491,565,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
stripe,10+0,262144,1,691,641,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,simd
rs,4+2,262144,1,253,334,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,4+2,262144,1,237,371,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,4+2,262144,1,344,629,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
rs,8+2,262144,1,238,324,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,8+2,262144,1,305,308,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,8+2,262144,1,298,906,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
plain,1+0,262144,2,473,509,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
stripe,10+0,262144,2,562,673,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,simd
rs,4+2,262144,2,341,312,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,4+2,262144,2,332,342,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,4+2,262144,2,372,601,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
rs,8+2,262144,2,223,301,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,8+2,262144,2,320,251,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,8+2,262144,2,340,780,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
plain,1+0,262144,3,529,589,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
stripe,10+0,262144,3,678,658,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,simd
rs,4+2,262144,3,388,326,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,4+2,262144,3,342,325,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,4+2,262144,3,374,486,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
rs,8+2,262144,3,237,298,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,8+2,262144,3,312,293,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,8+2,262144,3,325,867,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
plain,1+0,262144,4,497,537,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
stripe,10+0,262144,4,629,551,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,simd
rs,4+2,262144,4,243,313,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,4+2,262144,4,327,299,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,4+2,262144,4,326,592,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
rs,8+2,262144,4,256,290,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,8+2,262144,4,295,295,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,8+2,262144,4,308,847,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
plain,1+0,262144,5,503,643,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
stripe,10+0,262144,5,691,698,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,simd
rs,4+2,262144,5,357,347,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,4+2,262144,5,351,352,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,4+2,262144,5,355,631,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
rs,8+2,262144,5,219,335,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,8+2,262144,5,236,341,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,8+2,262144,5,346,905,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
plain,1+0,1048576,1,1866,1840,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
stripe,10+0,1048576,1,2110,2070,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,simd
rs,4+2,1048576,1,1005,912,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,4+2,1048576,1,903,781,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,4+2,1048576,1,909,1858,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
rs,8+2,1048576,1,748,736,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,8+2,1048576,1,702,678,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,8+2,1048576,1,831,2942,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
plain,1+0,1048576,2,1934,1989,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
stripe,10+0,1048576,2,2106,2031,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,simd
rs,4+2,1048576,2,960,866,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,4+2,1048576,2,793,827,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,4+2,1048576,2,934,1886,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
rs,8+2,1048576,2,681,638,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,8+2,1048576,2,684,785,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,8+2,1048576,2,827,2965,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
plain,1+0,1048576,3,1897,1937,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
stripe,10+0,1048576,3,2027,2046,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,simd
rs,4+2,1048576,3,930,862,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,4+2,1048576,3,846,853,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,4+2,1048576,3,894,1979,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
rs,8+2,1048576,3,694,741,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,8+2,1048576,3,822,738,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,8+2,1048576,3,905,2855,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
plain,1+0,1048576,4,1804,1917,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
stripe,10+0,1048576,4,2016,2205,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,simd
rs,4+2,1048576,4,967,873,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,4+2,1048576,4,962,887,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,4+2,1048576,4,950,2096,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
rs,8+2,1048576,4,723,789,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,8+2,1048576,4,791,783,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,8+2,1048576,4,835,2747,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
plain,1+0,1048576,5,1906,1977,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
stripe,10+0,1048576,5,2172,2109,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,simd
rs,4+2,1048576,5,999,870,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,4+2,1048576,5,918,929,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,4+2,1048576,5,885,1862,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
rs,8+2,1048576,5,732,746,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,8+2,1048576,5,779,689,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,8+2,1048576,5,721,2928,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
plain,1+0,4194304,1,7378,7373,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
stripe,10+0,4194304,1,8044,8141,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,simd
rs,4+2,4194304,1,2914,2716,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,4+2,4194304,1,3117,3073,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,4+2,4194304,1,3148,6888,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
rs,8+2,4194304,1,2764,2530,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,8+2,4194304,1,2706,2676,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,8+2,4194304,1,3558,11037,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
plain,1+0,4194304,2,7719,7698,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
stripe,10+0,4194304,2,8129,7890,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,simd
rs,4+2,4194304,2,3330,2926,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,4+2,4194304,2,3226,3155,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,4+2,4194304,2,3371,7181,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
rs,8+2,4194304,2,2863,2583,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,8+2,4194304,2,2650,2681,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,8+2,4194304,2,2862,11309,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
plain,1+0,4194304,3,7491,7598,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
stripe,10+0,4194304,3,8022,7587,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,simd
rs,4+2,4194304,3,3435,2972,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-sys,4+2,4194304,3,3211,3026,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
mojette-nonsys,4+2,4194304,3,3297,6764,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,16384,simd
