# SPDX-FileCopyrightText: 2026 Tom Haynes <loghyr@gmail.com>
# SPDX-License-Identifier: AGPL-3.0-or-later
codec,geom,file_size,run,write_ms,read_ms,verify,mode,layout,cpu,shard_size,simd_mode
codec,geometry,size_bytes,run,write_ms,read_ms,verify,mode,layout,arch,cpu,kernel,simd,simd
mojette-nonsys,4+2,65536,3,36,33,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
rs,8+2,65536,3,34,22,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
mojette-sys,8+2,65536,3,34,21,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
mojette-nonsys,8+2,65536,3,48,81,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
plain,1+0,65536,4,28,15,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
stripe,10+0,65536,4,38,23,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),scalar
rs,4+2,65536,4,39,23,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
mojette-sys,4+2,65536,4,38,22,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
mojette-nonsys,4+2,65536,4,38,33,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
rs,8+2,65536,4,37,22,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
mojette-sys,8+2,65536,4,33,22,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
mojette-nonsys,8+2,65536,4,35,42,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
plain,1+0,65536,5,27,15,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
stripe,10+0,65536,5,35,23,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),scalar
rs,4+2,65536,5,36,24,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
mojette-sys,4+2,65536,5,37,24,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
mojette-nonsys,4+2,65536,5,37,35,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
rs,8+2,65536,5,36,21,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
mojette-sys,8+2,65536,5,35,22,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
mojette-nonsys,8+2,65536,5,35,41,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
plain,1+0,262144,1,44,31,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
stripe,10+0,262144,1,55,42,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),scalar
rs,4+2,262144,1,65,48,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
mojette-sys,4+2,262144,1,68,47,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
mojette-nonsys,4+2,262144,1,68,88,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
rs,8+2,262144,1,61,51,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
mojette-sys,8+2,262144,1,74,43,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
mojette-nonsys,8+2,262144,1,62,122,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
plain,1+0,262144,2,45,32,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
stripe,10+0,262144,2,56,46,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),scalar
rs,4+2,262144,2,65,49,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
mojette-sys,4+2,262144,2,66,48,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
mojette-nonsys,4+2,262144,2,66,92,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
rs,8+2,262144,2,63,47,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
mojette-sys,8+2,262144,2,60,42,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
mojette-nonsys,8+2,262144,2,61,122,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
plain,1+0,262144,3,55,31,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
stripe,10+0,262144,3,74,41,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),scalar
rs,4+2,262144,3,67,50,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
mojette-sys,4+2,262144,3,65,49,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
mojette-nonsys,4+2,262144,3,67,88,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
rs,8+2,262144,3,60,43,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
mojette-sys,8+2,262144,3,60,42,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
mojette-nonsys,8+2,262144,3,61,123,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
plain,1+0,262144,4,47,32,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
stripe,10+0,262144,4,56,40,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),scalar
rs,4+2,262144,4,67,51,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
mojette-sys,4+2,262144,4,67,46,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
mojette-nonsys,4+2,262144,4,68,91,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
rs,8+2,262144,4,63,45,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
mojette-sys,8+2,262144,4,62,42,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
mojette-nonsys,8+2,262144,4,126603,10038,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),4096,scalar
codec,geometry,size_bytes,run,write_ms,read_ms,verify,mode,layout,arch,cpu,kernel,simd,simd
plain,1+0,65536,1,10034,10040,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,16384,simd
stripe,10+0,65536,1,10041,10038,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,simd
rs,4+2,65536,1,10034,10038,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,16384,simd
mojette-sys,4+2,65536,1,10038,10034,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,16384,simd
mojette-nonsys,4+2,65536,1,10033,10078,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,16384,simd
rs,8+2,65536,1,10038,10036,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,16384,simd
mojette-sys,8+2,65536,1,10039,10039,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,16384,simd
mojette-nonsys,8+2,65536,1,10046,10192,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,16384,simd
plain,1+0,65536,2,10041,10035,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,16384,simd
stripe,10+0,65536,2,10035,10036,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,simd
rs,4+2,65536,2,10033,10020,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,16384,simd
mojette-sys,4+2,65536,2,10027,10028,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,16384,simd
mojette-nonsys,4+2,65536,2,10075,10090,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,16384,simd
rs,8+2,65536,2,10029,10033,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,16384,simd
mojette-sys,8+2,65536,2,10049,10053,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,16384,simd
mojette-nonsys,8+2,65536,2,10050,10224,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,16384,simd
plain,1+0,65536,3,10037,10042,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,16384,simd
stripe,10+0,65536,3,10054,10095,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,simd
rs,4+2,65536,3,10051,10060,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,16384,simd
mojette-sys,4+2,65536,3,10093,10059,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,16384,simd
mojette-nonsys,4+2,65536,3,10058,10118,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,16384,simd
rs,8+2,65536,3,10057,10055,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,16384,simd
mojette-sys,8+2,65536,3,10056,10046,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,16384,simd
mojette-nonsys,8+2,65536,3,10060,10226,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,16384,simd
plain,1+0,65536,4,10023,10027,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,16384,simd
stripe,10+0,65536,4,10045,10077,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,simd
rs,4+2,65536,4,10064,10040,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,16384,simd
mojette-sys,4+2,65536,4,10035,10038,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,16384,simd
mojette-nonsys,4+2,65536,4,10039,10097,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,16384,simd
rs,8+2,65536,4,10096,10060,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,16384,simd
mojette-sys,8+2,65536,4,10030,10049,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,16384,simd
mojette-nonsys,8+2,65536,4,10036,10233,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,neon,16384,simd
codec,geometry,size_bytes,run,write_ms,read_ms,verify,mode,layout,arch,cpu,kernel,simd,scalar
plain,1+0,65536,1,10035,10041,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
stripe,10+0,65536,1,10044,10039,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),scalar
rs,4+2,65536,1,10035,10038,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
mojette-sys,4+2,65536,1,10039,10038,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
mojette-nonsys,4+2,65536,1,10033,10077,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
rs,8+2,65536,1,10036,10044,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
mojette-sys,8+2,65536,1,10036,10036,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
mojette-nonsys,8+2,65536,1,10036,10193,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
plain,1+0,65536,2,10042,10030,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
stripe,10+0,65536,2,10041,10041,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),scalar
rs,4+2,65536,2,10034,10037,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
mojette-sys,4+2,65536,2,10042,10032,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
mojette-nonsys,4+2,65536,2,10033,10074,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
rs,8+2,65536,2,10040,10038,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
mojette-sys,8+2,65536,2,10047,10050,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
mojette-nonsys,8+2,65536,2,10047,10195,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
plain,1+0,65536,3,10037,10036,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
stripe,10+0,65536,3,10037,10043,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),scalar
rs,4+2,65536,3,10034,10033,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
mojette-sys,4+2,65536,3,10031,10036,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
mojette-nonsys,4+2,65536,3,10038,10077,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
rs,8+2,65536,3,10044,10047,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
mojette-sys,8+2,65536,3,10046,10037,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
mojette-nonsys,8+2,65536,3,10039,10188,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
plain,1+0,65536,4,10037,10044,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
stripe,10+0,65536,4,10038,10040,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),scalar
rs,4+2,65536,4,10033,10044,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
mojette-sys,4+2,65536,4,10028,10035,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
mojette-nonsys,4+2,65536,4,10033,10082,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
rs,8+2,65536,4,10037,10031,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
mojette-sys,8+2,65536,4,10036,10045,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
mojette-nonsys,8+2,65536,4,10036,10191,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
plain,1+0,65536,5,10039,10039,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
stripe,10+0,65536,5,10036,10039,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),scalar
rs,4+2,65536,5,10038,10036,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
mojette-sys,4+2,65536,5,10035,10036,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
mojette-nonsys,4+2,65536,5,10034,10074,OK,healthy,v1,aarch64,,6.19.8-200.fc43.aarch64,scalar(forced),16384,scalar
rs,8+2,65536,5,10043,10045,OK
